SYMBOL	ENSEMBL
ATP11A	ENSG00000068650
MCF2L	ENSG00000126217
F7	ENSG00000057593
F10	ENSG00000126218
PROZ	ENSG00000126231
PCID2	ENSG00000126226
CUL4A	ENSG00000139842
LAMP1	ENSG00000185896
GRTP1	ENSG00000139835
ADPRHL1	ENSG00000153531
DCUN1D2	ENSG00000150401
TMCO3	ENSG00000150403
TFDP1	ENSG00000198176
ATP4B	ENSG00000186009
GRK1	ENSG00000185974
TMEM255B	ENSG00000184497
GAS6	ENSG00000183087
RASA3	ENSG00000185989
CDC16	ENSG00000130177
UPF3A	ENSG00000169062
CHAMP1	ENSG00000198824
COPRS	ENSG00000172301
FBXO25	ENSG00000147364
TDRP	ENSG00000180190
ERICH1	ENSG00000104714
DLGAP2	ENSG00000198010
CLN8	ENSG00000182372
ARHGEF10	ENSG00000104728
KBTBD11	ENSG00000176595
MYOM2	ENSG00000036448
CSMD1	ENSG00000183117
MCPH1	ENSG00000147316
ANGPT2	ENSG00000091879
AGPAT5	ENSG00000155189
XKR5	ENSG00000275591
SPAG11B	ENSG00000164871
SPAG11A	ENSG00000178287
ATP7B	ENSG00000123191
ALG11	ENSG00000253710
NEK5	ENSG00000197168
NEK3	ENSG00000136098
CKAP2	ENSG00000136108
VPS36	ENSG00000136100
THSD1	ENSG00000136114
SLC25A15	ENSG00000102743
MRPS31	ENSG00000102738
SMIM19	ENSG00000176209
SLC20A2	ENSG00000168575
VDAC3	ENSG00000078668
DKK4	ENSG00000104371
POLB	ENSG00000070501
IKBKB	ENSG00000104365
PLAT	ENSG00000104368
AP3M2	ENSG00000070718
KAT6A	ENSG00000083168
ANK1	ENSG00000029534
NKX6-3	ENSG00000165066
GPAT4	ENSG00000158669
GINS4	ENSG00000147536
GOLGA7	ENSG00000147533
SFRP1	ENSG00000104332
ZMAT4	ENSG00000165061
TCIM	ENSG00000176907
IDO2	ENSG00000188676
IDO1	ENSG00000131203
ADAM18	ENSG00000168619
ADAM5	ENSG00000196115
ADAM32	ENSG00000197140
ADAM9	ENSG00000168615
TM2D2	ENSG00000169490
HTRA4	ENSG00000169495
PLEKHA2	ENSG00000169499
TACC1	ENSG00000147526
FGFR1	ENSG00000077782
LETM2	ENSG00000165046
NSD3	ENSG00000147548
PLPP5	ENSG00000147535
DDHD2	ENSG00000085788
BAG4	ENSG00000156735
LSM1	ENSG00000175324
STAR	ENSG00000147465
ASH2L	ENSG00000129691
KCNU1	ENSG00000215262
HGSNAT	ENSG00000165102
POMK	ENSG00000185900
FNTA	ENSG00000168522
HOOK3	ENSG00000168172
RNF170	ENSG00000120925
THAP1	ENSG00000131931
ERLIN2	ENSG00000147475
PLPBP	ENSG00000147471
ADGRA2	ENSG00000020181
BRF2	ENSG00000104221
RAB11FIP1	ENSG00000156675
GOT1L1	ENSG00000169154
ADRB3	ENSG00000188778
EIF4EBP1	ENSG00000187840
CHRNB3	ENSG00000147432
UNC5D	ENSG00000156687
DUSP26	ENSG00000133878
RNF122	ENSG00000133874
TTI2	ENSG00000129696
MAK16	ENSG00000198042
FUT10	ENSG00000172728
NRG1	ENSG00000157168
WRN	ENSG00000165392
PURG	ENSG00000172733
TEX15	ENSG00000133863
PPP2CB	ENSG00000104695
UBXN8	ENSG00000104691
GSR	ENSG00000104687
GTF2E2	ENSG00000197265
SMIM18	ENSG00000253457
RBPMS	ENSG00000157110
DCTN6	ENSG00000104671
MBOAT4	ENSG00000177669
LEPROTL1	ENSG00000104660
SARAF	ENSG00000133872
DUSP4	ENSG00000120875
TNKS	ENSG00000173273
PPP1R3B	ENSG00000173281
ERI1	ENSG00000104626
MFHAS1	ENSG00000147324
CLDN23	ENSG00000253958
PRAG1	ENSG00000275342
LONRF1	ENSG00000154359
DLC1	ENSG00000164741
TUSC3	ENSG00000104723
MSR1	ENSG00000038945
FGF20	ENSG00000078579
MICU3	ENSG00000155970
ZDHHC2	ENSG00000104219
CNOT7	ENSG00000198791
VPS37A	ENSG00000155975
MTMR7	ENSG00000003987
SLC7A2	ENSG00000003989
PDGFRL	ENSG00000104213
MTUS1	ENSG00000129422
FGL1	ENSG00000104760
PCM1	ENSG00000078674
ASAH1	ENSG00000104763
FRG1	ENSG00000109536
TRIML1	ENSG00000184108
TRIML2	ENSG00000179046
ZFP42	ENSG00000179059
FAT1	ENSG00000083857
MTNR1A	ENSG00000168412
F11	ENSG00000088926
KLKB1	ENSG00000164344
FAM149A	ENSG00000109794
TLR3	ENSG00000164342
SORBS2	ENSG00000154556
PDLIM3	ENSG00000154553
CCDC110	ENSG00000168491
UFSP2	ENSG00000109775
ANKRD37	ENSG00000186352
LRP2BP	ENSG00000109771
SNX25	ENSG00000109762
CFAP97	ENSG00000164323
SLC25A4	ENSG00000151729
ACSL1	ENSG00000151726
CENPU	ENSG00000151725
PRIMPOL	ENSG00000164306
CASP3	ENSG00000164305
IRF2	ENSG00000168310
ENPP6	ENSG00000164303
STOX2	ENSG00000173320
TRAPPC11	ENSG00000168538
ING2	ENSG00000168556
CDKN2AIP	ENSG00000168564
WWC2	ENSG00000151718
CLDN22	ENSG00000177300
DCTD	ENSG00000129187
TENM3	ENSG00000218336
AGA	ENSG00000038002
NEIL3	ENSG00000109674
VEGFC	ENSG00000150630
SPCS3	ENSG00000129128
ASB5	ENSG00000164122
SPATA4	ENSG00000150628
WDR17	ENSG00000150627
GPM6A	ENSG00000150625
GLRA3	ENSG00000145451
HPGD	ENSG00000164120
CEP44	ENSG00000164118
FBXO8	ENSG00000164117
HAND2	ENSG00000164107
SCRG1	ENSG00000164106
SAP30	ENSG00000164105
HMGB2	ENSG00000164104
GALNT7	ENSG00000109586
GALNTL6	ENSG00000174473
AADAT	ENSG00000109576
MFAP3L	ENSG00000198948
HPF1	ENSG00000056050
CLCN3	ENSG00000109572
NEK1	ENSG00000137601
SH3RF1	ENSG00000154447
CBR4	ENSG00000145439
PALLD	ENSG00000129116
DDX60	ENSG00000137628
ANXA10	ENSG00000109511
SPOCK3	ENSG00000196104
TLL1	ENSG00000038295
CPE	ENSG00000109472
MSMO1	ENSG00000052802
KLHL2	ENSG00000109466
TMEM192	ENSG00000170088
APELA	ENSG00000248329
TMA16	ENSG00000198498
TKTL2	ENSG00000151005
NPY5R	ENSG00000164129
NPY1R	ENSG00000164128
NAF1	ENSG00000145414
NAT1	ENSG00000171428
NAT2	ENSG00000156006
PSD3	ENSG00000156011
SH2D4A	ENSG00000104611
CSGALNACT1	ENSG00000147408
INTS10	ENSG00000104613
LPL	ENSG00000175445
SLC18A1	ENSG00000036565
ATP6V1B2	ENSG00000147416
LZTS1	ENSG00000061337
ATP13A1	ENSG00000105726
GMIP	ENSG00000089639
LPAR2	ENSG00000064547
PBX4	ENSG00000105717
CILP2	ENSG00000160161
YJEFN3	ENSG00000250067
NDUFA13	ENSG00000186010
TSSK6	ENSG00000178093
GATAD2A	ENSG00000167491
MAU2	ENSG00000129933
SUGP1	ENSG00000105705
TM6SF2	ENSG00000213996
HAPLN4	ENSG00000187664
NCAN	ENSG00000130287
RFXANK	ENSG00000064490
NR2C2AP	ENSG00000184162
BORCS8	ENSG00000254901
MEF2B	ENSG00000213999
TMEM161A	ENSG00000064545
SLC25A42	ENSG00000181035
ARMC6	ENSG00000105676
SUGP2	ENSG00000064607
HOMER3	ENSG00000051128
DDX49	ENSG00000105671
COPE	ENSG00000105669
CERS1	ENSG00000223802
UPF1	ENSG00000005007
COMP	ENSG00000105664
CRTC1	ENSG00000105662
KLHL26	ENSG00000167487
TMEM59L	ENSG00000105696
CRLF1	ENSG00000006016
REX1BD	ENSG00000006015
UBA52	ENSG00000221983
KXD1	ENSG00000105700
FKBP8	ENSG00000105701
ELL	ENSG00000105656
ISYNA1	ENSG00000105655
SSBP4	ENSG00000130511
LRRC25	ENSG00000175489
GDF15	ENSG00000130513
PGPEP1	ENSG00000130517
LSM4	ENSG00000130520
JUND	ENSG00000130522
PDE4C	ENSG00000105650
RAB3A	ENSG00000105649
MPV17L2	ENSG00000254858
PIK3R2	ENSG00000105647
MAST3	ENSG00000099308
IL12RB1	ENSG00000096996
ARRDC2	ENSG00000105643
KCNN1	ENSG00000105642
CCDC124	ENSG00000007080
SLC5A5	ENSG00000105641
RPL18A	ENSG00000105640
MAP1S	ENSG00000130479
HAUS8	ENSG00000131351
MYO9B	ENSG00000099331
USE1	ENSG00000053501
OCEL1	ENSG00000099330
NR2F6	ENSG00000160113
USHBP1	ENSG00000130307
BABAM1	ENSG00000105393
ANKLE1	ENSG00000160117
ABHD8	ENSG00000127220
MRPL34	ENSG00000130312
DDA1	ENSG00000130311
ANO8	ENSG00000074855
GTPBP3	ENSG00000130299
PLVAP	ENSG00000130300
BST2	ENSG00000130303
MVB12A	ENSG00000141971
TMEM221	ENSG00000188051
NXNL1	ENSG00000171773
SLC27A1	ENSG00000130304
PGLS	ENSG00000130313
COLGALT1	ENSG00000130309
UNC13A	ENSG00000130477
JAK3	ENSG00000105639
INSL3	ENSG00000248099
B3GNT3	ENSG00000179913
FCHO1	ENSG00000130475
TPM4	ENSG00000167460
RAB8A	ENSG00000167461
HSH2D	ENSG00000196684
CIB3	ENSG00000141977
FAM32A	ENSG00000105058
AP1M1	ENSG00000072958
KLF2	ENSG00000127528
EPS15L1	ENSG00000127527
CALR3	ENSG00000269058
CHERP	ENSG00000085872
SLC35E1	ENSG00000127526
MED26	ENSG00000105085
SMIM7	ENSG00000214046
TMEM38A	ENSG00000072954
NWD1	ENSG00000188039
SIN3B	ENSG00000127511
F2RL3	ENSG00000127533
LARGE1	ENSG00000133424
ISX	ENSG00000175329
HMGXB4	ENSG00000100281
TOM1	ENSG00000100284
HMOX1	ENSG00000100292
MCM5	ENSG00000100297
RASD2	ENSG00000100302
IQCM	ENSG00000234828
NR3C2	ENSG00000151623
ARHGAP10	ENSG00000071205
PRMT9	ENSG00000164169
TMEM184C	ENSG00000164168
EDNRA	ENSG00000151617
TTC29	ENSG00000137473
POU4F2	ENSG00000151615
RBMXL1	ENSG00000213516
SLC10A7	ENSG00000120519
LSM6	ENSG00000164167
MMAA	ENSG00000151611
SMAD1	ENSG00000170365
OTUD4	ENSG00000164164
ABCE1	ENSG00000164163
ANAPC10	ENSG00000164162
HHIP	ENSG00000164161
GYPA	ENSG00000170180
FREM3	ENSG00000183090
SMARCA5	ENSG00000153147
GAB1	ENSG00000109458
USP38	ENSG00000170185
INPP4B	ENSG00000109452
IL15	ENSG00000164136
RNF150	ENSG00000170153
TBC1D9	ENSG00000109436
UCP1	ENSG00000109424
ELMOD2	ENSG00000179387
CLGN	ENSG00000153132
SCOC	ENSG00000153130
NDUFB7	ENSG00000099795
TECR	ENSG00000099797
DNAJB1	ENSG00000132002
GIPC1	ENSG00000123159
PKN1	ENSG00000123143
PTGER1	ENSG00000160951
ADGRE5	ENSG00000123146
ADGRL1	ENSG00000072071
ASF1B	ENSG00000105011
PRKACA	ENSG00000072062
SAMD1	ENSG00000141858
PALM3	ENSG00000187867
IL27RA	ENSG00000104998
RLN3	ENSG00000171136
RFX1	ENSG00000132005
DCAF15	ENSG00000132017
PODNL1	ENSG00000132000
CC2D1A	ENSG00000132024
NANOS3	ENSG00000187556
ZSWIM4	ENSG00000132003
MRI1	ENSG00000037757
CCDC130	ENSG00000104957
CACNA1A	ENSG00000141837
IER2	ENSG00000160888
NACC1	ENSG00000160877
TRMT1	ENSG00000104907
NFIX	ENSG00000008441
LYL1	ENSG00000104903
DAND5	ENSG00000179284
GADD45GIP1	ENSG00000179271
RAD23A	ENSG00000179262
CALR	ENSG00000179218
FARSA	ENSG00000179115
SYCE2	ENSG00000161860
GCDH	ENSG00000105607
KLF1	ENSG00000105610
MAST1	ENSG00000105613
RTBDN	ENSG00000132026
RNASEH2A	ENSG00000104889
PRDX2	ENSG00000167815
JUNB	ENSG00000171223
HOOK2	ENSG00000095066
BEST2	ENSG00000039987
TRIR	ENSG00000123144
TNPO2	ENSG00000105576
FBXW9	ENSG00000132004
DHPS	ENSG00000095059
WDR83	ENSG00000123154
WDR83OS	ENSG00000105583
MAN2B1	ENSG00000104774
VPS35	ENSG00000069329
ORC6	ENSG00000091651
MYLK3	ENSG00000140795
GPT2	ENSG00000166123
DNAJA2	ENSG00000069345
NETO2	ENSG00000171208
ITFG1	ENSG00000129636
PHKB	ENSG00000102893
ABCC12	ENSG00000140798
LONP2	ENSG00000102910
N4BP1	ENSG00000102921
CBLN1	ENSG00000102924
CNEP1R1	ENSG00000205423
HEATR3	ENSG00000155393
ADCY7	ENSG00000121281
BRD7	ENSG00000166164
NKD1	ENSG00000140807
SNX20	ENSG00000167208
NOD2	ENSG00000167207
CYLD	ENSG00000083799
SALL1	ENSG00000103449
TOX3	ENSG00000103460
CHD9	ENSG00000177200
RBL2	ENSG00000103479
AKTIP	ENSG00000166971
RPGRIP1L	ENSG00000103494
FTO	ENSG00000140718
IRX3	ENSG00000177508
IRX5	ENSG00000176842
MMP2	ENSG00000087245
LPCAT2	ENSG00000087253
CAPNS2	ENSG00000256812
SLC6A2	ENSG00000103546
GNAO1	ENSG00000087258
AMFR	ENSG00000159461
NUDT21	ENSG00000167005
OGFOD1	ENSG00000087263
BBS2	ENSG00000125124
MT4	ENSG00000102891
MT3	ENSG00000087250
NUP93	ENSG00000102900
SLC12A3	ENSG00000070915
HERPUD1	ENSG00000051108
NLRC5	ENSG00000140853
CPNE2	ENSG00000140848
RSPRY1	ENSG00000159579
ARL2BP	ENSG00000102931
PLLP	ENSG00000102934
CCL22	ENSG00000102962
CX3CL1	ENSG00000006210
CCL17	ENSG00000102970
CIAPIN1	ENSG00000005194
COQ9	ENSG00000088682
POLR2C	ENSG00000102978
DOK4	ENSG00000125170
CCDC102A	ENSG00000135736
ADGRG5	ENSG00000159618
ADGRG1	ENSG00000205336
ADGRG3	ENSG00000182885
DRC7	ENSG00000159625
KATNB1	ENSG00000140854
KIFC3	ENSG00000140859
CNGB1	ENSG00000070729
TEPP	ENSG00000159648
USB1	ENSG00000103005
MMP15	ENSG00000102996
CFAP20	ENSG00000070761
CSNK2A2	ENSG00000070770
CCDC113	ENSG00000103021
GINS3	ENSG00000181938
NDRG4	ENSG00000103034
SETD6	ENSG00000103037
CNOT1	ENSG00000125107
SLC38A7	ENSG00000103042
GOT2	ENSG00000125166
CDH8	ENSG00000150394
CDH11	ENSG00000140937
CDH5	ENSG00000179776
BEAN1	ENSG00000166546
TK2	ENSG00000166548
CKLF	ENSG00000217555
CMTM3	ENSG00000140931
CMTM4	ENSG00000183723
DYNC1LI2	ENSG00000135720
TERB1	ENSG00000249961
NAE1	ENSG00000159593
PDP2	ENSG00000172840
CDH16	ENSG00000166589
RRAD	ENSG00000166592
CBFB	ENSG00000067955
B3GNT9	ENSG00000237172
TRADD	ENSG00000102871
FBXL8	ENSG00000135722
HSF4	ENSG00000102878
NOL3	ENSG00000140939
E2F4	ENSG00000205250
ELMO3	ENSG00000102890
LRRC29	ENSG00000125122
TMEM208	ENSG00000168701
FHOD1	ENSG00000135723
SLC9A5	ENSG00000135740
PLEKHG4	ENSG00000196155
KCTD19	ENSG00000168676
LRRC36	ENSG00000159708
TPPP3	ENSG00000159713
ZDHHC1	ENSG00000159714
HSD11B2	ENSG00000176387
ATP6V0D1	ENSG00000159720
AGRP	ENSG00000159723
RIPOR1	ENSG00000039523
CTCF	ENSG00000102974
CARMIL2	ENSG00000159753
ACD	ENSG00000102977
PARD6A	ENSG00000102981
ENKD1	ENSG00000124074
GFOD2	ENSG00000141098
RANBP10	ENSG00000141084
TSNAXIP1	ENSG00000102904
CENPT	ENSG00000102901
THAP11	ENSG00000168286
NUTF2	ENSG00000102898
EDC4	ENSG00000038358
NRN1L	ENSG00000188038
PSKH1	ENSG00000159792
CTRL	ENSG00000141086
PSMB10	ENSG00000205220
LCAT	ENSG00000213398
SLC12A4	ENSG00000124067
DPEP3	ENSG00000141096
DPEP2	ENSG00000167261
DUS2	ENSG00000167264
DPEP2NB	ENSG00000263201
DDX28	ENSG00000182810
NFATC3	ENSG00000072736
ESRP2	ENSG00000103067
PLA2G15	ENSG00000103066
SLC7A6	ENSG00000103064
SLC7A6OS	ENSG00000103061
PRMT7	ENSG00000132600
SMPD3	ENSG00000103056
ZFP90	ENSG00000184939
CDH3	ENSG00000062038
CDH1	ENSG00000039068
TANGO6	ENSG00000103047
HAS3	ENSG00000103044
CHTF8	ENSG00000168802
UTP4	ENSG00000141076
SNTB2	ENSG00000168807
VPS4A	ENSG00000132612
PDF	ENSG00000258429
COG8	ENSG00000213380
NIP7	ENSG00000132603
TMED6	ENSG00000157315
TERF2	ENSG00000132604
CYB5B	ENSG00000103018
NFAT5	ENSG00000102908
NQO1	ENSG00000181019
NOB1	ENSG00000141101
WWP2	ENSG00000198373
PSMD7	ENSG00000103035
ZFHX3	ENSG00000140836
DHX38	ENSG00000140829
TXNL4B	ENSG00000140830
HP	ENSG00000257017
DHODH	ENSG00000102967
PKD1L3	ENSG00000277481
IST1	ENSG00000182149
ATXN1L	ENSG00000224470
AP1G1	ENSG00000166747
PHLPP2	ENSG00000040199
MARVELD3	ENSG00000140832
TAT	ENSG00000198650
CHST4	ENSG00000140835
CALB2	ENSG00000172137
CMTR2	ENSG00000180917
HYDIN	ENSG00000157423
VAC14	ENSG00000103043
IL34	ENSG00000157368
SF3B3	ENSG00000189091
COG4	ENSG00000103051
ST3GAL2	ENSG00000157350
DDX19A	ENSG00000168872
DDX19B	ENSG00000157349
CLEC18A	ENSG00000157322
PDPR	ENSG00000090857
GLG1	ENSG00000090863
RFWD3	ENSG00000168411
MLKL	ENSG00000168404
FA2H	ENSG00000103089
WDR59	ENSG00000103091
ZNRF1	ENSG00000186187
LDHD	ENSG00000166816
ZFP1	ENSG00000184517
CTRB1	ENSG00000168925
BCAR1	ENSG00000050820
CFDP1	ENSG00000153774
CHST5	ENSG00000135702
TMEM231	ENSG00000205084
GABARAPL2	ENSG00000034713
ADAT1	ENSG00000065457
TERF2IP	ENSG00000166848
CNTNAP4	ENSG00000152910
MON1B	ENSG00000103111
SYCE1L	ENSG00000205078
ADAMTS18	ENSG00000140873
NUDT7	ENSG00000140876
VAT1L	ENSG00000171724
WWOX	ENSG00000186153
MAF	ENSG00000178573
DYNLRB2	ENSG00000168589
CDYL2	ENSG00000166446
CMC2	ENSG00000103121
CENPN	ENSG00000166451
ATMIN	ENSG00000166454
GCSH	ENSG00000140905
PKD1L2	ENSG00000166473
BCO1	ENSG00000135697
GAN	ENSG00000261609
CMIP	ENSG00000153815
PLCG2	ENSG00000197943
SDR42E1	ENSG00000184860
HSD17B2	ENSG00000086696
MPHOSPH6	ENSG00000135698
CDH13	ENSG00000140945
HSBP1	ENSG00000230989
MLYCD	ENSG00000103150
OSGIN1	ENSG00000140961
NECAB2	ENSG00000103154
SLC38A8	ENSG00000166558
MBTPS1	ENSG00000140943
HSDL1	ENSG00000103160
DNAAF1	ENSG00000154099
TAF1C	ENSG00000103168
ADAD2	ENSG00000140955
KCNG4	ENSG00000168418
WFDC1	ENSG00000103175
ATP2C2	ENSG00000064270
COTL1	ENSG00000103187
KLHL36	ENSG00000135686
USP10	ENSG00000103194
CRISPLD2	ENSG00000103196
ZDHHC7	ENSG00000153786
FAM92B	ENSG00000153789
GSE1	ENSG00000131149
GINS2	ENSG00000131153
EMC8	ENSG00000131148
COX4I1	ENSG00000131143
IRF8	ENSG00000140968
FOXF1	ENSG00000103241
MTHFSD	ENSG00000103248
FOXC2	ENSG00000176692
FOXL1	ENSG00000176678
FBXO31	ENSG00000103264
MAP1LC3B	ENSG00000140941
ZCCHC14	ENSG00000140948
JPH3	ENSG00000154118
KLHDC4	ENSG00000104731
SLC7A5	ENSG00000103257
BANP	ENSG00000172530
ZFPM1	ENSG00000179588
ZC3H18	ENSG00000158545
IL17C	ENSG00000124391
CYBA	ENSG00000051523
MVD	ENSG00000167508
SNAI3	ENSG00000185669
RNF166	ENSG00000158717
CTU2	ENSG00000174177
PIEZO1	ENSG00000103335
CDT1	ENSG00000167513
APRT	ENSG00000198931
GALNS	ENSG00000141012
TRAPPC2L	ENSG00000167515
PABPN1L	ENSG00000205022
CBFA2T3	ENSG00000129993
ACSF3	ENSG00000176715
CDH15	ENSG00000129910
ANKRD11	ENSG00000167522
SPG7	ENSG00000197912
RPL13	ENSG00000167526
CPNE7	ENSG00000178773
DPEP1	ENSG00000015413
CHMP1A	ENSG00000131165
SPATA33	ENSG00000167523
CDK10	ENSG00000185324
SPATA2L	ENSG00000158792
VPS9D1	ENSG00000075399
FANCA	ENSG00000187741
SPIRE2	ENSG00000204991
TCF25	ENSG00000141002
MC1R	ENSG00000258839
TUBB3	ENSG00000258947
DEF8	ENSG00000140995
DBNDD1	ENSG00000003249
GAS8	ENSG00000141013
RHOU	ENSG00000116574
RAB4A	ENSG00000168118
CCSAP	ENSG00000154429
ACTA1	ENSG00000143632
NUP133	ENSG00000069248
ABCB10	ENSG00000135776
TAF5L	ENSG00000135801
URB2	ENSG00000135763
GALNT2	ENSG00000143641
PGBD5	ENSG00000177614
COG2	ENSG00000135775
AGT	ENSG00000135744
CAPN9	ENSG00000135773
TTC13	ENSG00000143643
ARV1	ENSG00000173409
FAM89A	ENSG00000182118
TRIM67	ENSG00000119283
GNPAT	ENSG00000116906
EXOC8	ENSG00000116903
SPRTN	ENSG00000010072
EGLN1	ENSG00000135766
TSNAX	ENSG00000116918
DISC1	ENSG00000162946
SIPA1L2	ENSG00000116991
MAP10	ENSG00000212916
NTPCR	ENSG00000135778
PCNX2	ENSG00000135749
MAP3K21	ENSG00000143674
KCNK1	ENSG00000135750
SLC35F3	ENSG00000183780
COA6	ENSG00000168275
TARBP1	ENSG00000059588
IRF2BP2	ENSG00000168264
TOMM20	ENSG00000173726
RBM34	ENSG00000188739
PARD3	ENSG00000148498
NRP1	ENSG00000099250
ITGB1	ENSG00000150093
FLNB	ENSG00000136068
DNASE1L3	ENSG00000163687
ABHD6	ENSG00000163686
RPP14	ENSG00000163684
PXK	ENSG00000168297
PDHB	ENSG00000168291
KCTD6	ENSG00000168301
ACOX2	ENSG00000168306
FAM107A	ENSG00000168309
FHIT	ENSG00000189283
PTPRG	ENSG00000144724
FEZF2	ENSG00000153266
CADPS	ENSG00000163618
SYNPR	ENSG00000163630
SNTN	ENSG00000188817
THOC7	ENSG00000163634
ATXN7	ENSG00000163635
PSMD6	ENSG00000163636
IL3RA	ENSG00000185291
SLC4A7	ENSG00000033867
NEK10	ENSG00000163491
LRRC3B	ENSG00000179796
OXSM	ENSG00000151093
NGLY1	ENSG00000151092
TOP2B	ENSG00000077097
RARB	ENSG00000077092
THRB	ENSG00000151090
NR1D2	ENSG00000174738
RPL15	ENSG00000174748
NKIRAS1	ENSG00000197885
UBE2E1	ENSG00000170142
UBE2E2	ENSG00000182247
NID2	ENSG00000087303
RTRAF	ENSG00000087302
GNG2	ENSG00000186469
SAYSD1	ENSG00000112167
KCNK5	ENSG00000164626
KCNK16	ENSG00000095981
NUDT13	ENSG00000166321
ECD	ENSG00000122882
DNAJC9	ENSG00000213551
MRPS16	ENSG00000182180
CFAP70	ENSG00000156042
ANXA7	ENSG00000138279
MSS51	ENSG00000166343
PPP3CB	ENSG00000107758
USP54	ENSG00000166348
MYOZ1	ENSG00000177791
SYNPO2L	ENSG00000166317
SEC24C	ENSG00000176986
FUT11	ENSG00000196968
CHCHD1	ENSG00000172586
ZSWIM8	ENSG00000214655
NDST2	ENSG00000166507
CAMK2G	ENSG00000148660
PLAU	ENSG00000122861
VCL	ENSG00000035403
AP3M1	ENSG00000185009
ADK	ENSG00000156110
KAT6B	ENSG00000156650
DUPD1	ENSG00000188716
DUSP13	ENSG00000079393
SAMD8	ENSG00000156671
VDAC2	ENSG00000165637
COMTD1	ENSG00000165644
LRMDA	ENSG00000148655
KCNMA1	ENSG00000156113
DLG5	ENSG00000151208
POLR3A	ENSG00000148606
RPS24	ENSG00000138326
ZMIZ1	ENSG00000108175
PPIF	ENSG00000108179
ZCCHC24	ENSG00000165424
ANXA11	ENSG00000122359
SLMAP	ENSG00000163681
DENND6A	ENSG00000174839
ARF4	ENSG00000168374
PDE12	ENSG00000174840
DNAH12	ENSG00000174844
ASB14	ENSG00000239388
APPL1	ENSG00000157500
HESX1	ENSG00000163666
IL17RD	ENSG00000144730
ARHGEF3	ENSG00000163947
CCDC66	ENSG00000180376
ERC2	ENSG00000187672
WNT5A	ENSG00000114251
CACNA2D3	ENSG00000157445
LRTM1	ENSG00000144771
SELENOK	ENSG00000113811
ACTR8	ENSG00000113812
IL17RB	ENSG00000056736
CHDH	ENSG00000016391
CACNA1D	ENSG00000157388
DCP1A	ENSG00000272886
TKT	ENSG00000163931
PRKCD	ENSG00000163932
RFT1	ENSG00000163933
SFMBT1	ENSG00000163935
MUSTN1	ENSG00000272573
ITIH4	ENSG00000055955
ITIH3	ENSG00000162267
ITIH1	ENSG00000055957
NEK4	ENSG00000114904
SPCS1	ENSG00000114902
GLT8D1	ENSG00000016864
GNL3	ENSG00000163938
PBRM1	ENSG00000163939
SMIM4	ENSG00000168273
NT5DC2	ENSG00000168268
STAB1	ENSG00000010327
NISCH	ENSG00000010322
TNNC1	ENSG00000114854
SEMA3G	ENSG00000010319
PHF7	ENSG00000010318
BAP1	ENSG00000163930
DNAH1	ENSG00000114841
CAPN7	ENSG00000131375
SH3BP5	ENSG00000131370
METTL6	ENSG00000206562
EAF1	ENSG00000144597
COLQ	ENSG00000206561
HACL1	ENSG00000131373
BTD	ENSG00000169814
ANKRD28	ENSG00000206560
GALNT15	ENSG00000131386
DPH3	ENSG00000154813
OXNAD1	ENSG00000154814
MSMB	ENSG00000263639
NCOA4	ENSG00000266412
TIMM23	ENSG00000265354
PARG	ENSG00000227345
OGDHL	ENSG00000197444
ERCC6	ENSG00000225830
FAM170B	ENSG00000172538
VSTM4	ENSG00000165633
WDFY4	ENSG00000128815
LRRC18	ENSG00000165383
ARHGAP22	ENSG00000128805
MAPK8	ENSG00000107643
FRMPD2	ENSG00000170324
PTPN20	ENSG00000204179
GDF10	ENSG00000266524
GDF2	ENSG00000263761
RBP3	ENSG00000265203
ANXA8	ENSG00000265190
NPY4R	ENSG00000204174
GPRIN2	ENSG00000204175
SYT15	ENSG00000204176
GLUD1	ENSG00000148672
FAM25C	ENSG00000276430
SNCG	ENSG00000173267
MMRN2	ENSG00000173269
BMPR1A	ENSG00000107779
LDB3	ENSG00000122367
WAPL	ENSG00000062650
GRID1	ENSG00000182771
CCSER2	ENSG00000107771
RGR	ENSG00000148604
LRIT1	ENSG00000148602
CDHR1	ENSG00000148600
GHITM	ENSG00000165678
SH2D4B	ENSG00000178217
TSPAN14	ENSG00000108219
DYDC2	ENSG00000133665
DYDC1	ENSG00000170788
MAT1A	ENSG00000151224
SFTPA1	ENSG00000122852
SFTPD	ENSG00000133661
PTGDR	ENSG00000168229
PTGER2	ENSG00000125384
TXNDC16	ENSG00000087301
GPR137C	ENSG00000180998
PSMC6	ENSG00000100519
STYX	ENSG00000198252
GNPNAT1	ENSG00000100522
FERMT2	ENSG00000073712
DDHD1	ENSG00000100523
BMP4	ENSG00000125378
CDKN3	ENSG00000100526
CNIH1	ENSG00000100528
GMFB	ENSG00000197045
CGRRF1	ENSG00000100532
GCH1	ENSG00000131979
WDHD1	ENSG00000198554
SOCS4	ENSG00000180008
MAPK1IP1L	ENSG00000168175
LGALS3	ENSG00000131981
DLGAP5	ENSG00000126787
FBXO34	ENSG00000178974
ATG14	ENSG00000126775
KTN1	ENSG00000126777
PELI2	ENSG00000139946
TMEM260	ENSG00000070269
OTX2	ENSG00000165588
EXOC5	ENSG00000070367
AP5M1	ENSG00000053770
NAA30	ENSG00000139977
TTC5	ENSG00000136319
CCNB1IP1	ENSG00000100814
